, sentimen,label,clean_teks
104,"tempat makan pasta yang sudah tidak asing lagi apa lagi kalau bukan pizza hut . posisi pizza di tempat ini sangat nyaman inside mal atau outside mal berhadapan langsung dengan jalan merdeka anda bisa memanjakan mata sekadar melihat rutinitas orang-orang di sekeliling , letak sangat strategis dapat di lalu dengan angkutan umum .",0,makan pasta asing pizza hut posisi pizza nyaman inside mall outside mall hadap langsung jalan merdeka manja mata rutinitas orangorang keliling letak strategis angkut
105,"tempat makan ini nengusung konsep kembali to alam , kita makan di saung . dan sepanjang jalan menuju saung kita akan disuguhi pemandangan indah . suasana makan cukup nyaman , pelayanan cepat . rasanya enggan pulang , harga relatif standart tidak mahal untuk sekelas itu . rasa makanan sebenarnya standart saja , yang pasti suasana yang mantap .",0,makan nengusung konsep alam makan saung jalan saung suguh pandang indah suasana makan nyaman layan cepat enggan pulang harga relatif standart mahal kelas makan standart suasana mantap
106,"memberi cabai nya tidak pelit , masak nya cepat banget , rasanya enak , cuma kurang sayuran saja . tapi enak",0,cabai nya pelit masak nya cepat banget enak sayur enak
107,saya tadinya penasaran dengan tempat ini karena di tempat nya banyak sekali foto-foto kunjungan para artis ke tempat ini tapi pas saya pesan makanan unggulan di tempat ini saya rasa tidak setinggi pemikiran saya yang ada biasa saja dan keras . jadi aneh bagi saya tempat ini bisa sebegitu terkenal nya,2,penasaran nya fotofoto kunjung artis pas pesan makan unggul pikir keras aneh kenal nya
108,"kang , jalan di muararajeun baru , baru sebulanan dibenarkan , sudah rusak lagi . yang mengerjakan seperti tidak serius",2,kang jalan muararajeun bulan benar rusak serius
109,jangan pernah kecewa dengan apa yang diberikan oleh tuhan,0,kecewa tuhan
110,"masakan jepang ada yang saya suka dan ada yang tidak , tapi dengan menu masakan yang satu ini karubi pas di lidah saya dan keluarga . dan tempat ini juga menyediakan tempat bermain untuk anak-anak harga makan di resto ini agak tinggi sih . tapi enak sekali masakan nya .",0,masakan jepang suka menu masakan karubi pas lidah keluarga sedia main anakanak harga makan resto sih enak masakan nya
111,"tempat nya sih biasa saja , tidak ada yang istimewa . bahkan menurut saya , tempat nya ini menjadi sedikit nilai minus untuk penilaian kali ini . parkir yang tidak terlalu luas serta dekorasi ruang makan yang biasa saja . tapi lain lagi kalau kita bicara soal makanan . karena untuk urusan ini , red. dipo punya banyak nilai plus . makanan nya bervariasi dengan rasa yang di atas rata-rata .",0,nya sih istimewa nya nilai minus nilai kali parkir luas dekorasi ruang makan bicara makan urus red dipo nilai plus makan nya variasi ratarata
112,"makan kaki kambing paha yang empuk dan lumayam besar untuk ukuran medium , pas untuk satu orang , makan tanpa nasi , dengan es lemon tea . segar kekurangan nya hanya tempat nya berasap , wajar kan namanyanjg kambing bakar hehehe",0,makan kaki kambing paha empuk lumayam ukur medium pas orang makan nasi es lemon tea segar kurang nya nya asap wajar namanyanjg kambing bakar hehehe
113,bukti bahwa sunda memang gudang mode dan makanan . tidak dapat dijelaskan bagaimana enak nya bakmi parahiyangan . pokok nya pasti ketagihan,0,bukti sunda gudang mode makan enak nya bakmi parahiyangan pokok nya tagih
114,sebenarnya barang kw juga banyak yang bagus kualitas . seringkali nih ya ternyata pas kita lihat eh ternyata barang nya memang bagus bahan nya,0,barang kau bagus kualitas seringkali nih ya pas lihat eh barang nya bagus bahan nya
115,"melihat itu kader demokrat ribut dengan pak hnw dari pks , hanya karena demiz tidak jadi dicalonkan , jijik baca nya",2,kader demokrat ribut hnw pks demiz calon jijik baca nya
116,"saat makan di sini kebetulan saat libur panjang kemerdekaan 17 agustus . diperlukan waktu 40 menit lebih untuk antre . sistem pesan terlebih dahulu saat reservasi tidak diijinkan , padahal dapat menghemat waktu . tempat solat berada di depan pintu masuk dan permainan seni yang dimainkan sangat berdekatan dengan musola sehingga sangat menganggu ibadah . satu hal yang paling menakjubkan adalah suasana alam yang menyatu .",0,makan libur merdeka agustus menit antre sistem pesan reservasi diijinkan hemat salat pintu masuk main seni main dekat musola menganggu ibadah takjub suasana alam satu
117,"tak usah nonton film itu , bahasa jawa semua . sudah tidak mengerti , tidak punya teks , jelek lagi film nya . tindak pantas tayang di layar besar .",2,nonton film bahasa jawa erti teks jelek film nya tindak tayang layar
118,cha-cha itu makanan ringan terenak dan tepat buat menemani waktu tugas,0,chacha makan ringan enak tani tugas
119,"ini si monyet bawah gua , nama nya saja anonim pengecut pakai simbol , bisa nya cuma mengatakan orang , memang hidup situ benar anjing ? nama saja tidak berani sebut , malu ya mending apa takut ?",2,si monyet nama nya anonim kecut pakai simbol nya orang hidup situ anjing nama berani malu ya mending takut
120,kami sudah bosan dengan janji-janji kalian,2,bosan janjijanji
121,"tempat yang cocok untuk relax dengan keluarga , pelayanan nya bagus , makanan enak dan yang pemandangan / pemandangan nya mantap .",0,cocok santai keluarga layan nya bagus makan enak pandang pandang nya mantap
122,fadli zon anjing kau . tidak usah kau sok polos .,2,fadli zon anjing kau kau sok polos
123,paling enak di sini tuna mayo pizza nya yang pinggir nya pakai cheesy bites . harga cukup murah . pelayanan cukup baik . tempat strategis .,0,enak tuna mayo pizza nya pinggir nya pakai cheesy bites harga murah layan strategis
124,sulit sekali mengerti orang yang merasa selalu benar,2,sulit erti orang
125,"bagaimana tidak romantis , udara dingin , suasana yang tenang dengan makanan yang lezat sambil menikmati keindahan kota bandung . sangat romantis sekali",0,romantis udara dingin suasana tenang makan lezat nikmat indah kota bandung romantis
126,nanda mulai bekerja di dhl indonesia bulan depan,1,nanda dhl indonesia
127,omongan nya pak anies itu suka kebalikkan nya . kalau percaya terus menerus bisa gila .,2,omong nya anies suka balik nya percaya terus gila
128,"saya datang dengan pasangan untuk liburan . tempat ini sangat asri , sejuk . pemandangan sangat menarik . makanan tidak terlalu mahal tetapi menggugah selera .",0,pasang libur asri sejuk pandang tarik makan mahal gugah selera
129,"rasa enak banget ! wajib dicoba buat pecinta ayam bakar . harga pun sepadan . lebih enak kalau makan bareng-bareng sama keluarga tercinta , tempat makan nya enak .",0,enak banget wajib coba cinta ayam bakar harga padan enak makan barengbareng keluarga cinta makan nya enak
130,"rakyat mah tidak panik sudah biasa hampir 4 tahun belakangan ini di kibulin terus , istana itu yang panik segala jurus tipu sudah dikeluarkan tetapi tidak mempan rakyat nya dah pada pinter , kecuali penghuni kolam butek yang masih senang diumpankan tipu tipu hap hap hap",2,rakyat mah panik kibulin istana panik jurus tipu keluar mempan rakyat nya pintar kecuali huni kolam butek senang umpan tipu tipu hap hap hap
131,"alhamdulillah , warga perbatasan bisa merasakan buah dari pembangunan . kita yang sudah lama menikmati mereka menunggu 72 tahun setelah merdeka dan sekarang 73 tahun merasakan nya . terima kasih pak jokowi , dari awal saya memang tidak pernah benci pak jokowi , justru saya salut sama beliau .",0,alhamdulillah warga batas rasa buah bangun nikmat tunggu merdeka rasa nya terima kasih jokowi benci jokowi salut beliau
132,"berlokasi di daerah ciumbuleuit , agak terpencil . tapi kafe ini sudah cukup lama ada , tadinya hanya berupa halaman rumah yang di sulap menjadi tempat makan terbuka di taman . sederhana dan sunyi , buat mereka yang ingin nongkrong di cafe tanpa keributan / hiruk pikuk dan terlalu banyak orang , di sini tempat nya . makanan cukup oke dan bisa bersama lama .",0,lokasi daerah ciumbuleuit pencil kafe halaman rumah sulap makan buka taman sederhana sunyi nongkrong cafe ribut hiruk pikuk orang nya makan oke
133,ingin marah ke indosat,2,marah indosat
134,"kampung bareto terletak di dataran tinggi bandung utara . menyajikan makanan indonesia dan makanan barat dengan saung lesehan dan meja makan . bisa juga digunakan untuk pertemuan keluarga , arisan dan makan bersama teman dalam jumlah banyak . cocok untuk menjamu tamu dan bersantai . setiap malam minggu disajikan musik live . tersedia juga kolam ikan untuk memancing . harga makanan di bawah 100k id. suasana nya tenang dengan pelayan yang sangat baik .",0,kampung bareto letak datar bandung utara saji makan indonesia makan barat saung leseh meja makan temu keluarga arisan makan teman cocok jamu tamu santa malam minggu saji musik live sedia kolam ikan pancing harga makan k id suasana nya tenang layan
135,"yusri maling dan kepala maling di belakang nya . ayo pejabat jakarta , cabut ktp dki nya . rakyat miskin yang sudah dibantu dari pajak orang-orang beruang kok bergaya lagi .",2,yusri maling kepala maling nya ayo jabat jakarta cabut ktp dki nya rakyat miskin bantu pajak orangorang beruang gaya
136,"senang sekali bisa berkunjung di ayam penyet bu tris , banyak menu yang tersedia , tapi pada saat itu saya hanya mencoba makanan sate , sungguh nikmat dan romantis sekali makan sambil ditemani dengan alunan live musik .",0,senang kunjung ayam penyet bu tris menu sedia coba makan sate sungguh nikmat romantis makan tani alun live musik
137,"pertama kali saya makan di sini secara tidak sengaja karena melihat antrean orang di depan restauran . rasanya enak , porsi mengenyangkan , harga terjangkau . kalau tidak terlalu lapar , sebaiknya pesan 1 / 2 porsi saja .",0,kali makan sengaja antre orang restauran enak porsi kenyang harga jangkau lapar pesan porsi
138,nasi goreng hijau tren botti nya enak . yang lain oke-oke saja . jus lumayan seger . tempat nya lumayan buat ngumpul-ngumpul sama keluarga .,0,nasi goreng hijau tren botti nya enak okeoke jus lumayan seger nya lumayan ngumpulngumpul keluarga
139,"kalau menurut kami ini merupakan restoran rekomendasi di bandung dari awal datang pelayanan nya bagus bagus pelayanan selain itu pemandangan di sini juga kece banget , makanan nya juga enak . tidak menyesal deh datang ke sini",0,restoran rekomendasi bandung layan nya bagus bagus layan pandang gaul banget makan nya enak sesal deh
140,"dasar gubernur tidak bermutu , pecat saja dari gubernur .",2,dasar gubernur mutu pecat gubernur
141,"keren sekali tempat nya , benar benar sesuai dengan nama nya the 18th restoran dan lounge . nyaman sekali tempat nya . cocok banget buat makan sama keluarga . rata rata yang ke sini sama pasangan nya sih . tapi sama kelurga juga lebih asik kok . pelayan nya baik banget , ramah pula . untuk harga makan nya juga standar kok",0,keren nya sesuai nama nya the th restoran lounge nyaman nya cocok banget makan keluarga pasang nya sih kelurga asik layan nya banget ramah harga makan nya standar
142,"makan siang yang memuaskan . menu dengan buffet system , rasa enak dengan penyajian yang uni juga cara menikmati nya dengan makan langsung beralaskan daun pisang . sensasional . mencoba menu tutut yang dimasak kuning dan jengkol crispy , it s incredible but quite yummy . rekomendasi .",0,makan siang muas menu buffet system enak saji uni nikmat nya makan langsung alas daun pisang sensasional coba menu tutut masak kuning jengkol crispy it s incredible but quite yummy rekomendasi
143,"mantap sekali , ambo kue lembut dan legit , kuah yang banyak , lokasi dan tempat terbatas . di sini jual juga makanan lain seperti nasi tim ayam yang enak",0,mantap ambo kue lembut legit kuah lokasi batas jual makan nasi tim ayam enak
144,"seorang teman mengajak hang out saat sore , sayang nya tempat parkir hanya muat tidak lebih dari 5 mobil . jadi susah dan lumayan menghabiskan waktu yang lama hanya untuk mencari tempat parkir .",0,teman ajak hang out sore sayang nya parkir muat mobil susah lumayan habis cari parkir
145,makanan nya enak dan variasi makanan lumayan banyak . buka sampai malam dan cocok untuk yang cari makanan di malam hari,0,makan nya enak variasi makan lumayan buka malam cocok cari makan malam
146,"auto mual , mie nya kelembekan , molor nya hancur , cuek",2,auto mual mie nya lembek molor nya hancur cuek
147,kubu djarot klaim unggul di real count sementara,1,kubu djarot klaim unggul real count
148,"pun tahu , cap cay , kangkung nya lumayan tapi kepiting saus padang nya mengecewakan kami dikasih kepiting yang kopong akhir kami tidak makan kepting nya dan dikembalikan .",2,cap cay kangkung nya lumayan kepiting saus padang nya kecewa kasih kepiting kopong makan kepting nya kembali
149,"kericuhan yang terjadi pengujung debat kedua pilgub jabar pada 14 mei 2018 yang lalu , menimbulkan silang pendapat dari para kontestan debat .",1,ricuh ujung debat pilih gubernur jawa barat mei timbul silang dapat kontestan debat
150,yamien manis nya mirip banget dengan mi nursijan yang asli yang sekarang sudah tidak ada lagi karena si angka nya sudah almarhum . nasi goreng nya juga rekomendasi,0,yamien manis nya banget mi nursijan asli si angka nya almarhum nasi goreng nya rekomendasi
151,"semakin sedikit engkau berbicara tentang kualitas mu , semakin orang ikhlas menghargai kehebatan mu",0,engkau bicara kualitas mu orang ikhlas harga hebat mu
152,"paketan nya murah dan setimpal banget , aku pakai unlimited 60k sinyal bagus , bisa streaming terus-terusan . meskipun sup nya turun tetapi tetap bisa internetan . tidak kuatir kuota habis , tidak perlu merek-merek kuota lagi . tidak menyesal beli ini .",0,paket nya murah timpal banget pakai unlimited k sinyal bagus streaming terusterusan sup nya turun internetan kuatir kuota habis merekmerek kuota sesal beli
153,"mengapa poor ? dulu waktu saya makan di sana , interior belum bagus , parkir juga susah , rasa makanan semua manis termasuk sayur asem nya .",2,poor makan interior bagus parkir susah makan manis sayur asem nya
154,"menurut sby , yang dipilih dari pilkada adalah sosok bukan partai politik .",1,sby pilih pilkada sosok partai politik
155,"untuk warga bandung yang senang menikmati kuliner bandung , pasti nya tahu restoran satu ini . sejak saya kecil orang tua saya kerap membawa saya untuk menikmati sate yang satu ini . ukuran nya yang cukup besar serta bumbu kacang nya yang khas selalu memaksa saya untuk kembali lagi ke restoran ini . bagi anda yang belum pernah mencoba nya , saya sangat merekomendasikan restoran ini !",0,warga bandung senang nikmat kuliner bandung nya restoran orang tua kerap bawa nikmat sate ukur nya bumbu kacang nya khas paksa restoran coba nya rekomendasi restoran
156,"tempat nyaman , retro . menu andalan nya adalah grill , tapi saya pesan nasi goreng sea food , dan rasanya enak",0,nyaman retro menu andal nya grill pesan nasi goreng sea food enak
